# pombe-cerevisiae manually curated orthologs V2.23
SPAC1782.04	YLR204W(N)|YNL295W(C)
SPAC10F6.04	YAL020C
SPAC10F6.03c	YBL039C|YJR103W
SPAC10F6.01c	YJR137C
SPAC1093.05	YJL033W
SPAC1093.04c	YER168C
SPAC1093.03	YNL325C
SPAC1093.02	YBR035C
SPAC1093.01	NONE
SPAC1071.11	NONE
SPAC1071.09c	NONE
SPAC1071.05	YIL110W
SPAC1071.04c	YML055W
SPAC1071.03c	YOL031C
SPAC1071.02	YIL128W
SPAC1071.01c	YAL043C
SPAC105.03c	YIR023W
SPAC105.02c	YGL242C
SPAC105.01c	YJL094C
SPAC1039.11c	NONE
SPAC1039.08	NONE
SPAC1039.07c	NONE
SPAC1039.06	YGL196W
SPAC1039.05c	YPR022C
SPAC1039.04	YGR260W
SPAC1039.03	NONE
SPAC1039.02	YHR202W
SPAC1039.01	YDL210W|YGL077C|YKL174C
SPAC1006.07	YJL138C|YKR059W
SPAC1006.03c	NONE
SPAC1006.02	YPR085C
SPAC1002.20	NONE
SPAC1002.18	NONE
SPAC1002.17c	YHR128W
SPAC1002.16c	YGR260W
SPAC1002.12c	YBR006W
SPAC1002.08c	YMR228W
SPAC1002.05c	YJR119C
SPAC1002.02	YLR018C
SPAC1002.01	YPL041C
SPBC577.14c	NONE
SPAC8E11.10	NONE
SPBC30B4.04c	YPL016W
SPAC977.10	YLR138W
SPAC821.10c	YJR104C
SPAC29B12.04	YFL059W|YMR096W|YNL333W
SPBC887.06c	YOR357C
SPCC16A11.04	YML104C
SPAC167.03c	YOR308C
SPAC22F3.11c	YDL098C
SPAC607.03c	YEL026W
SPAC3H1.12c	YGL131C
SPAC23G3.07c	YDR073W
SPCC1620.14c	YIL126W|YOR290C
SPAC1250.01	YIL126W|YOR290C
SPAC2G11.08c	NONE
SPBC4B4.05	YFL017W-A
SPBC3E7.14	YPR182W
SPBC11G11.06c	YOR159C
SPBC19C2.14	YLR147C
SPAC2C4.03c	YLR275W
SPAC27D7.07c	YGR074W
SPCC5E4.06	YLR383W
SPAC14C4.02c	YOL034W
SPAC26A3.08	YER029C
SPCC74.01	YDR189W
SPBC3D6.11c	YER116C
SPAC688.06c	YLR135W
SPAP27G11.15	YBR228W
SPBC365.05c	YDR088C
SPAC17G6.13	NONE
SPAC821.08c	YGL116W
SPBC15D4.03	YOR038C
SPBP4H10.21c	YDR489W
SPAC24H6.06	YGL113W
SPAC57A10.10c	YDL051W
SPBC1709.05	YDL229W|YNL209W
SPBC409.05	YDR328C
SPAC3G9.10c	YGR195W
SPCC24B10.13	YDR162C
SPCC16C4.08c	YKL021C
SPBC16H5.11c	YBR133C
SPBC16D10.07c	YDL042C|YOL068C
SPAPYUG7.02c	YOL078W
SPAC12G12.15	YDL001W|YFR048W|YDR282C
SPCC1235.06	YER083C
SPBC244.01c	YDL239C|YNL225C
SPAC24B11.11c	YGR092W|YPR111W
SPAC9G1.09	NONE
SPAC23G3.03	NONE
SPAC23G3.02c	NONE
SPAC18G6.04c	YBR263W
SPAC1F5.09c	YNL278W|YOL113W
SPBC1604.14c	YHL007C
SPAC17G8.09	YBR258C
SPAC1002.10c	NONE
SPAC15A10.15	YOR073W
SPBP35G2.03c	YOR073W
SPAC57A10.14	YPL047W
SPAC1527.02	YBL102W
SPAC31A2.13c	YKL006C-A
SPBC28F2.07	YPL121C
SPAC16.05c	YLR403W
SPBC8D2.05c	YLL003W
SPCC16A11.14	YLR321C
SPBC8D2.07c	NONE
SPBC21H7.05	YDR362C
SPCC16C4.14c	YGR047C
SPBC336.07	YAL001C
SPAC144.09c	YPR186C
SPAC6F12.11c	YBR123C
SPCC4B3.12	NONE
SPAC3C7.09	YHL039W|YPL208W
SPCC297.04c	NONE
SPBP8B7.07c	NONE
SPCC1739.05	YHR207C
SPAC22E12.11c	YJL105W|YKR029C
SPAC29B12.02c	YJL168C
SPCC306.04c	YHR119W
SPAC5D6.05	YGR104C
SPBC4C3.12	YCR065W
SPCC613.09	YPL083C
SPAC6G9.10c	YLR430W
SPAC15F9.02	YGL100W
SPBC8D2.14c	YLR026C
SPBC26H8.02c	YGR009C|YMR017W
SPCC970.09	YPR055W
SPAC26F1.01	YPR095C
SPAC19A8.01c	YPR095C
SPAC30.01c	YDR170C
SPAC4D7.01c	YDR170C
SPBC409.21	YBR171W
SPCC126.15c	YML105C
SPBC36B7.03	YOR254C
SPAC17G6.09	YPL094C
SPBC354.02c	YLR378C
SPCC1235.10c	YIL068C
SPAC7D4.11c	YLR440C
SPBC8D2.20c	YDL195W
SPBC24C6.05	YIL076W
SPBC16C6.13c	YGL137W
SPBC146.14c	YDR238C
SPCC31H12.07	YPR181C
SPBC776.04	YPR181C
SPBC2A9.08c	YLR268W
SPAC57A7.10c	YNL287W
SPAC23C4.10	YNL272C
SPAC1834.11c	YBR080C
SPAC959.02	YBL050W
SPAC29B12.07	YPL085W
SPCC1183.01	YGL233W
SPBC215.15	YLR208W
SPBC1685.03	YIR022W
SPAC13F5.06c	YLR166C
SPCC584.05	YDR164C
SPAC222.09	YNL251C
SPBC646.13	YBR214W|YGL056C
SPAC4A8.12c	YKL193C
SPCC31H12.05c	YER133W
SPCC330.12c	YKL141W|YMR118C
SPAC140.01	YLL041C
SPAC1556.02c	YJL045W|YKL148C
SPCC18.11c	YDR469W
SPBC106.14c	YGR245C
SPCC16C4.07	YDL224C|YNL197C
SPBC1D7.02c	YER028C|YGL035C|YGL209W
SPBC3B9.15c	YPL006W
SPBC119.06	YBR024W|YBR037C
SPAC688.13	YMR262W
SPAC22E12.14c	YHR205W
SPAC1B9.02c	YHR205W
SPBC18H10.04c	YPR163C
SPAC22H10.07	YBR200W
SPAC16E8.09	YAL041W
SPBC1773.07c	YDR002W
SPBC2G2.03c	YER019C-A|YER087C-B
SPBC23E6.08	YDR137W
SPBC31F10.06c	YPL218W
SPBC21C3.05	YDL043C
SPBC36.09	YDL030W
SPAC31G5.01	YOR319W
SPAC22F8.10c	YMR240C
SPAC22A12.09c	YJL203W
SPCC1672.02c	NONE
SPAC17C9.06	YNL026W
SPBC14F5.05c	YDR502C|YLR180W
SPCC1840.03	YMR308C
SPAC3G9.14	YLR176C
SPBC12D12.01	YJL019W
SPAC4C5.02c	YLR262C
SPBC32F12.09	NONE
SPBC119.14	YML032C
SPAC22F8.07c	YBR049C|YDR026C
SPBC1105.14	YDL020C
SPBP4H10.09	YER028C|YGL035C|YGL209W
SPAC6F12.02	YDR216W|YML081W
SPBC11B10.05c	YJL162C
SPBC211.01	YDR041W
SPCC1753.05	NONE
SPAC19G12.07c	NONE
SPCC1281.05	YMR091C
SPAC1F3.07c	YLR033W
SPBC1734.15	YKR008W
SPBC4B4.03	YGR056W|YLR357W
SPAC56F8.09	YDR083W
SPBC115.01c	YGR095C
SPAC22F8.09	YPL146C
SPBC336.09c	YJL025W
SPAC29A4.10	YLR141W
SPAC18G6.11c	YKL125W
SPBC725.17c	YML043C
SPAC22E12.08	YBL025W
SPCC338.11c	YBR271W
SPAC2G11.12	YMR190C
SPBC23G7.12c	YGL048C
SPAC3A11.12c	YOR117W
SPCC1682.16	YOR259C
SPCC576.10c	YDR394W
SPBC16C6.07c	YKL145W
SPBC29A3.12	YBR189W|YPL081W
SPAC24H6.07	YBR189W|YPL081W
SPAC521.05	YBL072C|YER102W
SPAC2C4.16c	YBL072C|YER102W
SPAC18G6.14c	YNL096C|YOR096W
SPAPB1E7.12	YBR181C|YPL090C
SPAC13G6.07c	YBR181C|YPL090C
SPAC328.10c	YJR123W
SPAC8C9.08	YJR123W
SPAC959.07	YHR203C|YJR145C
SPBC21B10.10	YHR203C|YJR145C
SPBC19F8.08	YHR203C|YJR145C
SPBC19G7.03c	YLR287C-A|YOR182C
SPAC19B12.04	YLR287C-A|YOR182C
SPBC16G5.14c	YNL178W
SPBC1685.09	YDL061C|YLR388W
SPCC285.15c	YLR264W|YOR167C
SPAC25G10.06	YLR264W|YOR167C
SPBC1685.10	YHR021C|YKL156W
SPAC1805.11c	YER131W|YGL189C
SPAC806.03c	YER131W|YGL189C
SPAC694.05c	YGR027C|YLR333C
SPBC3D6.15	YGR027C|YLR333C
SPBC17G9.07	YER074W|YIL069C
SPAC17G6.06	YER074W|YIL069C
SPBP4H10.13	YGR118W|YPR132W
SPAC23C11.02c	YGR118W|YPR132W
SPAC5D6.01	YJL190C|YLR367W
SPAC22A12.04c	YJL190C|YLR367W
SPBC18E5.06	YJL136C|YKR057W
SPCC576.09	YHL015W
SPCC576.08c	YGL123W
SPBC649.02	YNL302C|YOL121C
SPBC21C3.13	YNL302C|YOL121C
SPCC1259.01c	YDR450W|YML026C
SPBC16D10.11c	YDR450W|YML026C
SPCC24B10.09	YDR447C|YML024W
SPBC839.05c	YDR447C|YML024W
SPAC664.04c	YDL083C|YMR143W
SPBC18H10.14	YDL083C|YMR143W
SPAC1071.07c	YOL040C
SPCC1393.03	YOL040C
SPBC18H10.13	YCR031C|YJL191W
SPAC3H5.05c	YCR031C|YJL191W
SPAC6F6.07c	YDR064W
SPBC1685.02c	YOR369C
SPCC962.04	YOR369C
SPAC144.11	YBR048W|YDR025W
SPAC31G5.03	YBR048W|YDR025W
SPAC22H12.04c	YLR441C|YML063W
SPAC13G6.02c	YLR441C|YML063W
SPBP22H7.08	YMR230W|YOR293W
SPAC31G5.17c	YMR230W|YOR293W
SPAPJ698.02c	YGR214W|YLR048W
SPBC685.06	YGR214W|YLR048W
SPBC1105.16c	YIR015W
SPAC1071.08	YDR382W|YOL039W
SPBC23G7.15c	YDR382W|YOL039W
SPBP8B7.06	YDR382W|YOL039W
SPCP1E11.09c	YDL081C|YDL130W
SPBC3B9.13c	YDL081C|YDL130W
SPAC644.15	YDL081C|YDL130W
SPCC18.14c	YLR340W
SPAC607.05	YDR427W
SPCC1682.10	YOR261C
SPBC582.07c	YPR108W
SPAC23G3.11	YDL097C
SPAPB8E5.02c	YDL147W
SPAC1420.03	YDL147W
SPBC119.01	YER021W
SPBC17D11.07c	YIL075C
SPBC16G5.01	YFR052W
SPAC31G5.13	YFR004W
SPAC637.10c	YHR200W
SPCC613.06	YGL147C|YNL067W
SPAC4G9.16c	YGL147C|YNL067W
SPBC839.04	YFR031C-A|YIL018W
SPBC2F12.07c	YFR031C-A|YIL018W
SPAC1F7.13c	YFR031C-A|YIL018W
SPBC29A3.04	YHL033C|YLL045C
SPAC664.06	YNL002C
SPAC3H5.07	YGL076C|YPL198W
SPBC18H10.12c	YGL076C|YPL198W
SPCC622.18	YLR448W|YML073C
SPBC11C11.09c	YPL131W
SPAC3H5.12c	YPL131W
SPAC1687.06c	NONE
SPBC83.02c	YJR094W-A|YPR043W
SPBC800.04c	YJR094W-A|YPR043W
SPAC3F10.18c	YDL133C-A|YDL184C
SPAC3G6.13c	YDL133C-A|YDL184C
SPBP8B7.03c	YBR031W|YDR012W
SPBC1711.06	YBR031W|YDR012W
SPCC663.04	YJL189W
SPAC30D11.12	YLR325C
SPBC577.02	YLR325C
SPAPB17E12.05	YDR500C|YLR185W
SPCC1223.05c	YDR500C|YLR185W
SPBC1921.01c	YOR234C|YPL143W
SPAC15E1.03	YHR141C|YNL162W
SPBC405.07	YMR194W|YPL249C-A
SPCC970.05	YMR194W|YPL249C-A
SPCP31B10.08c	YOR234C|YPL143W
SPCC613.05c	YDL136W|YDL191W
SPCC1322.15	YER056C-A|YIL052C
SPAC23A1.08c	YER056C-A|YIL052C
SPAC3H5.10	YBL092W
SPBC16C6.11	YBL092W
SPAC890.08	YDL075W|YLR406C
SPAPB8E5.06c	YOR063W
SPAC17A5.03	YOR063W
SPAC1250.05	YGL030W
SPAC9G1.03c	YGL030W
SPBC776.01	YFR032C-A
SPCC5E4.07	YGL103W
SPBC776.11	YGL103W
SPCC74.05	YDR471W|YHR010W
SPBC685.07c	YDR471W|YHR010W
SPBC29B5.03c	YGR034W|YLR344W
SPBC4F6.04	YOL127W
SPBC106.18	YOL127W
SPAC22E12.13c	YLR009W
SPCC330.14c	YGL031C|YGR148C
SPAC6G9.09c	YGL031C|YGR148C
SPCC1322.11	YBL087C|YER117W
SPAC3G9.03	YBL087C|YER117W
SPAC11E3.15	YFL034C-A|YLR061W
SPAC959.08	YBR191W|YPL079W
SPBC365.03c	YBR191W|YPL079W
SPAC26A3.04	YMR242C|YOR312C
SPAC3A12.10	YMR242C|YOR312C
SPCC1682.14	YBL027W|YBR084C-A
SPBC56F2.02	YBL027W|YBR084C-A
SPAPB17E12.13	YNL301C|YOL120C
SPBC11C11.07	YNL301C|YOL120C
SPCC364.03	YJL177W|YKL180W
SPBC2F12.04	YJL177W|YKL180W
SPBC2G2.05	YIL133C|YNL069C
SPAC23A1.11	YIL133C|YNL069C
SPBC839.13c	YIL133C|YNL069C
SPAC1783.08c	YLR029C|YMR121C
SPCC576.11	YLR029C|YMR121C
SPAC1805.13	YHL001W|YKL006W
SPAC664.05	YDL082W|YMR142C
SPCC31H12.04c	YDR418W|YEL054C
SPCC16C4.13c	YDR418W|YEL054C
SPBC17G9.10	YGR085C|YPR102C
SPAC26A3.07c	YGR085C|YPR102C
SPBC30D10.18c	YGL135W|YPL220W
SPCC1183.08c	YGL135W|YPL220W
SPAP7G5.05	YLR075W
SPBC18E5.04	YLR075W
SPCC18.07	YDL150W
SPBC1289.07c	YPR110C
SPCC330.13	YKR025W
SPCC290.02	YNR003C
SPBC839.12	YNL151C
SPBC2G5.07c	YKL144C
SPAC4G9.08c	YOR207C
SPAC1687.01	YNL113W
SPAPB1E7.10	YJL011C
SPAC22A12.05	YDR045C
SPBC19C2.03	YHR143W-A
SPBC651.08c	YOR116C
SPAPYUG7.04c	YGL070C
SPBC14C8.12	YOR224C
SPACUNK4.06c	YDR404C
SPCC1020.04c	YPR187W
SPAC23C4.15	YBR154C
SPBC337.14	YJL140W
SPCC1442.10c	YIL021W
SPAC23G3.01	YOR151C
SPAC3A12.07	YOL005C
SPAC1B3.12c	YOR210W
SPBC28F2.12	YDL140C
SPAC2F3.03c	YNL248C
SPBC3B9.07c	YOR340C
SPBC11G11.05	YJL148W
SPBP23A10.07	YPR010C
SPCC1259.03	YJR063W
SPCC1450.05c	YBL093C
SPAC22F3.08c	YGL171W
SPAC3G6.04	YNL175C
SPBC336.06c	YMR234W
SPCC613.04c	YOR035C
SPAC4F8.13c	YPL242C
SPCC757.09c	YBR233W
SPAC22E12.07	YMR235C
SPBC8D2.10c	NONE
SPAC890.07c	YBR034C
SPAC26A3.03c	YPL024W
SPBC1685.11	NONE
SPAC926.03	YPR188C
SPBC16H5.06	YEL024W
SPCC11E10.08	NONE
SPAC6F6.17	YBR275C
SPBC1709.12	NONE
SPCC330.02	YJR052W
SPAC18B11.07c	YGL058W
SPAC20H4.07	YDR004W
SPAC3C7.03c	YDR076W
SPAC15A10.03c	YGL163C
SPAC644.14c	YER095W
SPCC4G3.10c	YDR314C|YER162C
SPAC12B10.12c	YDR314C|YER162C
SPCP25A2.02c	YJR035W
SPBC2D10.12	YEL037C
SPBC1734.06	YCR066W
SPCC330.01c	YBR114W
SPBC649.03	YMR201C
SPAC20H4.11c	YPR165W
SPAC16A10.04	YKR055W
SPAC23C4.08	YIL118W
SPAC16.01	YNL090W
SPAC1F7.04	YPR165W
SPBC428.16c	YCR027C
SPAC22F3.12c	YLR452C
SPCC645.06c	YLR425W
SPAC1006.06	YGR070W|YLR371W
SPCC645.07	YGR070W|YLR371W
SPAC1952.16	NONE
SPAC13A11.01c	YFL047W
SPBC23G7.08c	YBR260C
SPBC354.13	NONE
SPBC17F3.01c	YDR389W|YOR134W
SPBC28E12.03	YDR379W|YOR127W
SPAC29A4.11	YDR379W|YOR127W
SPBC3F6.05	YDL240W
SPBC887.19	YBL020W
SPBC83.14c	YBR087W
SPAC1687.03c	YOL094C
SPAC27E2.10c	YNL290W
SPAC23D3.02	YJR068W
SPBC23E6.07c	YOR217W
SPAC1782.08c	YLR107W
SPBC12D12.09	YIL139C
SPAC688.10	YPL167C
SPCC576.07	YPL010W
SPCC285.08	YFR051C
SPAC22F3.09c	YDL056W
SPBC725.16	YER111C
SPAC22E12.05c	YCL001W
SPBC2F12.11c	NONE
SPBC2D10.06	NONE
SPBC16E9.17c	NONE
SPBC29A10.14	YPR007C
SPCC1753.03c	YMR133W
SPBC21B10.12	NONE
SPBC577.05c	NONE
SPAC17A5.18c	NONE
SPAC1952.15c	YER044C-A
SPBC1711.14	NONE
SPBC32F12.02	YGL213C
SPAC17A5.11	YHL022C
SPCC4E9.01c	YIL026C
SPAC25G10.04c	YLR263W
SPBC1198.11c	YBR049C|YDR026C
SPAC343.12	NONE
SPAC6F12.09	NONE
SPAC17H9.03c	YLR376C
SPAC22F3.03c	YBR073W
SPAC29B12.06c	YNL288W
SPAC23H4.18c	YOL133W
SPAC2C4.11c	YOR145C
SPAC6F6.06c	YLR084C
SPBC1105.10	YJR033C
SPAC17H9.09c	YNL098C|YOR101W
SPBC1778.02	YNL216W
SPBC19C2.05	YDR247W|YPL026C
SPBC21.05c	YGL197W
SPCC970.07c	NONE
SPCC613.12c	NONE
SPBC16A3.05c	YER107C
SPAC664.07c	YPL194W
SPAC13G6.01c	YLR032W
SPBC1921.02	YDR363W
SPAC1556.01c	YNL250W
SPAC23C4.18c	YJL090C
SPAC13C5.07	YMR224C
SPAC4C5.04	YPR180W
SPBC216.05	YBR136W
SPAC9E9.08	YDR499W
SPAC17A2.13c	YDR099W|YER177W
SPAC8E11.02c	YDR099W|YER177W
SPAC30D11.10	YML032C
SPCC338.17c	YDL003W
SPAC3G6.06c	YKL113C
SPAC14C4.13	YER173W
SPCC970.01	YPL022W
SPAC1D4.12	YER171W
SPBC3E7.08c	YGR258C
SPAC1952.07	YOR368W
SPCC1682.01	YGR183C
SPAC1782.07	YJL166W
SPCC737.02c	YDR529C
SPBC16C6.08c	YFR033C
SPCC613.10	YPR191W
SPBP4H10.08	YHR001W-A
SPBP23A10.15c	YBL045C|YLR163C
SPAC57A7.08	YDR436W|YML016C|YPL179W
SPBC17G9.11c	YBR218C|YGL062W
SPAC11E3.09	YDL230W
SPAC19D5.01	YER075C|YOR208W
SPAC26F1.10c	YER075C|YOR208W
SPAC4H3.10c	YAL038W|YOR347C
SPAC22F8.02c	NONE
SPBC1921.06c	NONE
SPAC27E2.07	NONE
SPAC8F11.10c	NONE
SPBC887.11	YGL063W|YPL212C
SPCC126.03	YGL063W|YPL212C
SPBC19F5.01c	NONE
SPBC16E9.11c	YER125W
SPAC1805.15c	YER125W
SPAC11G7.02	YER125W
SPAC4A8.13c	YPR103W
SPAC17A5.06	YIL143C
SPAC13F5.02c	YMR227C
SPBC1604.21c	YKL210W
SPAC19D5.04	YDR457W
SPBC3D6.05	YOR311C
SPBC609.02	YNL128W
SPAC4A8.03c	YCR079W
SPAC2G11.07c	YBL056W|YER089C
SPCC1223.11	YBL056W|YER089C
SPCC4F11.02	YDL006W
SPAC167.02	YPR176C
SPCC825.03c	YMR183C|YPL232W
SPAC1002.13c	YIL123W|YJL116C|YKR042W|YNL066W
SPBC1734.16c	YOL004W
SPAC23C11.15	YOL004W
SPBC12C2.10c	YOL004W
SPAC110.04c	YBR169C|YPL106C
SPAC1006.01	YEL060C|YOR003W
SPAC22A12.01c	YMR137C
SPAC10F6.09c	YJL074C
SPBC29A10.04	YFL008W
SPCC4G3.08	YBR028C
SPCC830.07c	YNL007C
SPBC409.20c	YDL212W
SPBC725.13c	YJL072C
SPAC17H9.20	YIL026C
SPAC4G8.13c	YNL027W
SPAC29A4.18	YEL056W
SPAC4A8.14	YKL181W
SPAC8C9.14	YGL073W|YHR206W|YOR140W
SPBP22H7.07	YPL151C
SPCC188.11	YAL032C
SPBC16H5.10c	YGL120C
SPAC4D7.13	YKL012W
SPCC777.14	NONE
SPBC4B4.09	YML046W
SPBC119.13c	YGR091W
SPAC29E6.02	YDR473C
SPCC63.11	YDR243C
SPAC10F6.02c	YER013W
SPBC146.07	YKL074C
SPAC29A4.08c	YLL036C
SPCC126.14	YGR006W
SPBC6B1.10	YDR364C
SPBC1711.17	YKR086W
SPAPJ698.03c	YML049C
SPCC10H11.01	YBR237W
SPAC27F1.09c	YMR288W
SPBC6B1.07	YBR055C
SPAC821.11	YOR323C
SPAC2G11.11c	YKL078W
SPAC21E11.04	NONE
SPAC23H4.02	NONE
SPAC22G7.08	YDL025C|YDL214C|YNL183C|YOR267C
SPAC16C9.07	YJL141C
SPAC167.01	YHR079C
SPCP1E11.02	YBR059C|YIL095W|YNL020C
SPCC63.08c	YGL180W
SPCC417.06c	YGR092W|YPR111W
SPBP23A10.10	YGL083W
SPBC725.06c	YFL033C
SPBC6B1.02	YBR059C|YIL095W|YNL020C
SPAC15A10.13	YOR112W
SPBC557.04	YBR059C|YIL095W|YNL020C
SPBC337.04	YKL116C
SPBC336.14c	YKL025C
SPBC32C12.03c	YDR122W|YLR096W
SPBC21.07c	YKL198C|YJR059W 
SPBC18H10.15	NONE
SPBC1861.09	YCR091W|YNR047W
SPBC1778.10c	YDR490C|YOL100W
SPAC12B10.14c	NONE
SPBC119.07	YBR097W
SPAPB18E9.02c	YFL033C
SPAC890.03	YPL150W
SPAC823.03	YJL141C
SPAC4G8.05	YCR091W|YNR047W
SPAC3H1.13	YPL236C
SPAC2C4.14c	YDR523C
SPAC110.01	YOR233W|YPL141C
SPBC28F2.03	YDR155C
SPCC1739.12	YDL047W
SPBP4H10.04	YLR433C|YML057W
SPBC16H5.07c	YDL134C|YDL188C
SPAC823.15	YDL134C|YDL188C
SPAC823.17	YOR045W
SPAC26H5.06	YDL220C
SPBC1709.20	YBL018C
SPBC21B10.05c	YNL006W
SPAC4D7.03	YFL009W
SPBC1718.01	YFL009W
SPAC2F7.03c	YJL141C
SPBC14C8.14c	YEL055C
SPAC2F7.06c	YCR014C
SPAC3H5.06c	YNL102W
SPBC3H7.06c	YBR280C
SPAC17G6.17	NONE
SPCC1827.08c	YLR097C
SPCC18.04	YJL204C
SPAC6F6.02c	YDR306C
SPBC29A3.08	YNL230C
SPCC338.16	YOR080W
SPBC25B2.11	YJR090C
SPAC13D6.01	NONE
SPBC1271.01c	NONE
SPBC56F2.01	NONE
SPAC29E6.01	NONE
SPBC1703.06	YML088W
SPAC57A10.05c	YIL046W
SPBC1289.04c	YBL085W|YER114C
SPAC17C9.08	YJL208C
SPAC23C11.04c	YMR156C
SPBC1709.11c	YHR090C|YNL097C|YOR064C
SPAC3G9.08	YHR090C|YNL097C|YOR064C
SPBC365.06	YDR510W
SPBC19C2.02	NONE
SPAC19G12.02c	YNL082W
SPBC31E1.02c	YGL167C
SPCC1183.09c	YDL123W|YDR276C|YJL151C
SPBC713.11c	YDL123W|YDR276C|YJL151C
SPBC1685.01	YIL113W|YNL053W
SPAC1834.06c	YKL189W
SPAC1556.07	YFL045C
SPBC119.08	YHR030C
SPBC776.18c	YDR460W
SPCC663.03	YKL209C
SPAC1002.15c	YHR058C
SPBC1105.06	YOR174W
SPAC17C9.05c	NONE
SPAC2F7.04	YPR070W
SPBC1A4.10c	YLR071C
SPCC1020.01c	YPL036W
SPAC1071.10c	YGL008C
SPAC9E9.11	YPR127W
SPAC23C11.16	YMR001C
SPAC1687.05	YDR409W|YOR156C
SPBC776.14	YNR008W
SPBC106.11c	NONE
SPAC22F8.11	YPL268W
SPAC1A6.04c	YMR006C|YMR008C|YOL011W
SPBC646.04	YKR002W
SPBC543.03c	YMR106C
SPCC126.02c	YMR284W
SPAC3A11.14c	YPR141C
SPAC1F7.03	YAL053W|YGL139W|YOR365C|YPL221W
SPBC106.10	YJL164C|YKL166C|YPL203W
SPAC3C7.06c	YJL106W
SPAC1D4.08	YPR113W
SPCC16C4.03	YJR017C
SPBC557.03c	YGL097W
SPAC458.05	YLR240W
SPAC22E12.16c	YNL267W
SPBC336.15	YBR156C
SPAC32A11.03c	NONE
SPBC11B10.10c	YOL012C
SPBC3B8.02	YOR358W
SPAC23C11.08	YBL021C
SPBC725.11c	YGL237C
SPBC428.03c	YAR071W|YBR092C|YBR093C|YDL024C|YHR215W
SPBC15D4.15	YDL236W
SPBP4G3.02	YAR071W|YBR092C|YBR093C|YDL024C|YHR215W
SPAC30D11.08c	NONE
SPCC4G3.07c	NONE
SPBC17A3.07	YPL091W
SPBC16D10.03	YKR038C
SPCC1259.10	YDL104C
SPBC14F5.04c	YCR012W
SPBC1604.05	YBR196C
SPAC12G12.14c	YNL317W
SPBC16H5.02	YGR240C|YMR205C
SPBC887.14c	YHR031C|YML061C
SPAC17D4.01	YDR142C
SPBC725.07	YDR244W|YMR018W
SPBC582.09	YOL147C
SPAC17G6.08	YDR323C
SPCC790.02	YLR148W
SPBC31E1.04	YOR036W
SPBC16C6.06	YBL017C|YIL173W|YJL222W|YNR065C
SPBC543.07	YOR231W|YPL140C
SPCC16C4.11	YPL031C
SPAC27F1.08	YHR050W|YLR034C|YOL122C
SPAC110.02	YMR076C
SPCC1235.08c	YOL107W
SPBC30D10.13c	YBR221C
SPAC26F1.03	YER178W
SPAC3A11.08	NONE
SPAC644.04	YMR180C|YPL228W
SPAC11E3.03	YCR086W
SPAC21E11.03c	NONE
SPAC6G9.06c	YDR356W
SPBC16D10.09	YBR088C
SPCC330.10	YBR236C
SPBC12D12.04c	YBL105C
SPAC17G8.14c	YBL105C
SPBC32F12.06	YLR226W
SPAC1556.04c	YLR245C
SPBC17A3.10	YDR265W
SPAC19E9.03	YHR071W
SPAC6F12.12	YOR014W
SPCC188.02	YOR014W
SPAC1783.07c	YML007W
SPAC167.04	YKR065C
SPAC22F8.06	YBL041W
SPCP1E11.04c	YDR348C
SPAC31G5.11	YEL007W|YHR177W
SPBC119.11c	YMR239C
SPBC16E9.12c	YIR001C
SPAC227.07c	YGL190C
SPAP8A3.09c	YAL016W
SPAC1F12.02c	YKL056C
SPBP4H10.03	YER154W
SPAC9G1.04	YER154W
SPAC24C9.14	YFL044C
SPAC3H1.01c	YLL004W
SPBC2A9.12	YHR118C
SPBC646.14c	YNL261W
SPBP23A10.13	YPR162C
SPBC685.09	YBR060C
SPBC29A10.15	YML065W
SPAC821.12	YNL161W
SPAC27D7.04	YHL018W
SPAP14E8.04	YKR087C
SPBC16C6.09	YJR143C
SPAPB1E7.09	YAL023C|YGR199W|YOR321W
SPAC22A12.07c	YDL093W|YDL095W
SPBC6B1.08c	YER049W
SPAC1006.05c	YGL038C|YJR075W
SPCC16A11.10c	YNL111C
SPBC15C4.01c	YJR088C
SPCC1020.10	YDL025C|YDL214C|YNL183C|YOR267C
SPAC3C7.14c	YBR052C|YCR004C|YDR032C
SPAC3G9.02	YKL055C
SPBP8B7.11	YNR051C
SPAC15F9.03c	YER009W
SPAPB1A10.03	YKL186C
SPBC31F10.09c	YPR168W
SPBC17G9.04c	YJR042W
SPCC18B5.07c	YLR335W
SPAC22G7.09c	YGL172W
SPBC19G7.15	YGR119C
SPAC19E9.01c	YDL088C|YMR153W
SPCC290.03c	YJL039C
SPAP27G11.10c	YML103C
SPAC23D3.06c	YDR192C|YIL115C
SPAC1805.04	YKR082W
SPBP35G2.06c	YKR082W
SPAC30D11.04c	YOR098C
SPBC3B9.16c	YKL057C
SPBC428.01c	YDL116W
SPAC27F1.04c	YOL069W
SPAC17C9.01c	YBL084C
SPBC4C3.05c	YOR341W
SPBC660.07	YBR001C|YDR001C
SPAC30D11.07	YAL015C|YOL043C
SPCC4B3.04c	YML059C
SPBC23E6.03c	YJR062C
SPAC26A3.15c	YJL041W
SPAC11E3.08c	YER038C
SPBC651.10	YML023C
SPBC20F10.04c	YDL105W
SPCC645.04	YDR288W
SPAC16A10.06c	YEL019C
SPCC550.05	YLR007W
SPBC16A3.07c	YNR009W
SPBC21B10.04c	YER072W
